model,category,idIndex,primaryid,collision,transient override,lobmodel,viewmodel,worldmat,viewmat,group1,group2,group3,group4,group5,group6,group7,group8,wetmodel,wetviewmodel,productionLevel
head_m_tabassomi_v3_spetsnaz_woodland_shotgun_mp,head,37,39,0,,head_m_tabassomi_v3_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop3
head_m_tabassomi_v3_spetsnaz_woodland_shotgun_mp,head,37,39,0,,head_m_tabassomi_v3_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop3
head_m_tabassomi_v3_spetsnaz_woodland_smg_mp,head,37,39,0,,head_m_tabassomi_v3_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop3
head_m_tabassomi_v3_spetsnaz_woodland_smg_mp,head,37,39,0,,head_m_tabassomi_v3_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop3
head_m_tabassomi_v3_spetsnaz_woodland_sniper_mp,head,37,39,0,,head_m_tabassomi_v3_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop3
head_m_tabassomi_v3_usmc_desert_lmg_mp,head,37,39,0,,head_m_tabassomi_v3_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop3
head_m_tabassomi_v3_usmc_desert_shotgun_mp,head,37,39,0,,head_m_tabassomi_v3_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop3
head_m_tabassomi_v3_usmc_desert_smg_mp,head,37,39,0,,head_m_tabassomi_v3_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop3
head_m_tabassomi_v3_usmc_desert_sniper_mp,head,37,39,0,,head_m_tabassomi_v3_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop3
head_r_alexander_sas_ct_assault_mp,head,38,40,0,,head_r_alexander_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop3
head_r_alexander_sas_woodland_assault_mp,head,38,40,0,,head_r_alexander_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop3
head_r_alexander_spetsnaz_woodland_assault_mp,head,38,40,0,,head_r_alexander_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop3
head_r_alexander_spetsnaz_woodland_assault_mp,head,38,40,0,,head_r_alexander_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop3
head_r_alexander_usmc_desert_assault_mp,head,38,40,0,,head_r_alexander_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop3
head_r_alexander_arab_desert_assault_mp,head,38,40,0,,head_r_alexander_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop3
head_r_alexander_arab_desert_lmg_mp,head,38,40,0,,head_r_alexander_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop3
head_r_alexander_arab_desert_shotgun_mp,head,38,40,0,,head_r_alexander_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop3
head_r_alexander_arab_desert_smg_mp,head,38,40,0,,head_r_alexander_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop3
head_r_alexander_arab_desert_sniper_mp,head,38,40,0,,head_r_alexander_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop3
head_r_alexander_sas_ct_lmg_mp,head,38,40,0,,head_r_alexander_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop3
head_r_alexander_sas_ct_shotgun_mp,head,38,40,0,,head_r_alexander_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop3
head_r_alexander_sas_ct_smg_mp,head,38,40,0,,head_r_alexander_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop3
head_r_alexander_sas_ct_sniper_mp,head,38,40,0,,head_r_alexander_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop3
head_r_alexander_sas_woodland_lmg_mp,head,38,40,0,,head_r_alexander_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop3
head_r_alexander_sas_woodland_shotgun_mp,head,38,40,0,,head_r_alexander_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop3
head_r_alexander_sas_woodland_smg_mp,head,38,40,0,,head_r_alexander_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop3
head_r_alexander_sas_woodland_sniper_mp,head,38,40,0,,head_r_alexander_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop3
head_r_alexander_spetsnaz_woodland_lmg_mp,head,38,40,0,,head_r_alexander_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop3
head_r_alexander_spetsnaz_woodland_lmg_mp,head,38,40,0,,head_r_alexander_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop3
head_r_alexander_spetsnaz_woodland_shotgun_mp,head,38,40,0,,head_r_alexander_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop3
head_r_alexander_spetsnaz_woodland_shotgun_mp,head,38,40,0,,head_r_alexander_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop3
head_r_alexander_spetsnaz_woodland_smg_mp,head,38,40,0,,head_r_alexander_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop3
head_r_alexander_spetsnaz_woodland_smg_mp,head,38,40,0,,head_r_alexander_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop3
head_r_alexander_spetsnaz_woodland_sniper_mp,head,38,40,0,,head_r_alexander_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop3
head_r_alexander_spetsnaz_woodland_sniper_mp,head,38,40,0,,head_r_alexander_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop3
head_r_alexander_usmc_desert_lmg_mp,head,38,40,0,,head_r_alexander_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop3
head_r_alexander_usmc_desert_shotgun_mp,head,38,40,0,,head_r_alexander_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop3
head_r_alexander_usmc_desert_smg_mp,head,38,40,0,,head_r_alexander_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop3
head_r_alexander_usmc_desert_sniper_mp,head,38,40,0,,head_r_alexander_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop3
head_j_dizon_sas_ct_assault_mp,head,39,41,0,,head_j_dizon_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop3
head_j_dizon_sas_woodland_assault_mp,head,39,41,0,,head_j_dizon_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop3
head_j_dizon_spetsnaz_woodland_assault_mp,head,39,41,0,,head_j_dizon_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop3
head_j_dizon_spetsnaz_woodland_assault_mp,head,39,41,0,,head_j_dizon_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop3
head_j_dizon_usmc_desert_assault_mp,head,39,41,0,,head_j_dizon_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop3
head_j_dizon_arab_desert_assault_mp,head,39,41,0,,head_j_dizon_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop3
head_j_dizon_arab_desert_lmg_mp,head,39,41,0,,head_j_dizon_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop3
head_j_dizon_arab_desert_shotgun_mp,head,39,41,0,,head_j_dizon_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop3
head_j_dizon_arab_desert_smg_mp,head,39,41,0,,head_j_dizon_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop3
head_j_dizon_arab_desert_sniper_mp,head,39,41,0,,head_j_dizon_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop3
head_j_dizon_sas_ct_lmg_mp,head,39,41,0,,head_j_dizon_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop3
head_j_dizon_sas_ct_shotgun_mp,head,39,41,0,,head_j_dizon_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop3
head_j_dizon_sas_ct_smg_mp,head,39,41,0,,head_j_dizon_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop3
head_j_dizon_sas_ct_sniper_mp,head,39,41,0,,head_j_dizon_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop3
head_j_dizon_sas_woodland_lmg_mp,head,39,41,0,,head_j_dizon_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop3
head_j_dizon_sas_woodland_shotgun_mp,head,39,41,0,,head_j_dizon_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop3
head_j_dizon_sas_woodland_smg_mp,head,39,41,0,,head_j_dizon_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop3
head_j_dizon_sas_woodland_sniper_mp,head,39,41,0,,head_j_dizon_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop3
head_j_dizon_spetsnaz_urban_sniper_mp,head,39,41,0,,head_j_dizon_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop3
head_j_dizon_spetsnaz_woodland_lmg_mp,head,39,41,0,,head_j_dizon_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop3
head_j_dizon_spetsnaz_woodland_lmg_mp,head,39,41,0,,head_j_dizon_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop3
head_j_dizon_spetsnaz_woodland_shotgun_mp,head,39,41,0,,head_j_dizon_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop3
head_j_dizon_spetsnaz_woodland_shotgun_mp,head,39,41,0,,head_j_dizon_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop3
head_j_dizon_spetsnaz_woodland_smg_mp,head,39,41,0,,head_j_dizon_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop3
head_j_dizon_spetsnaz_woodland_smg_mp,head,39,41,0,,head_j_dizon_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop3
head_j_dizon_spetsnaz_woodland_sniper_mp,head,39,41,0,,head_j_dizon_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop3
head_j_dizon_usmc_desert_lmg_mp,head,39,41,0,,head_j_dizon_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop3
head_j_dizon_usmc_desert_shotgun_mp,head,39,41,0,,head_j_dizon_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop3
head_j_dizon_usmc_desert_smg_mp,head,39,41,0,,head_j_dizon_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop3
head_j_dizon_usmc_desert_sniper_mp,head,39,41,0,,head_j_dizon_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop3
head_k_schmidt_sas_ct_assault_mp,head,40,42,0,,head_k_schmidt_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop3
head_k_schmidt_sas_woodland_assault_mp,head,40,42,0,,head_k_schmidt_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop3
head_k_schmidt_spetsnaz_woodland_assault_mp,head,40,42,0,,head_k_schmidt_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop3
head_k_schmidt_spetsnaz_woodland_assault_mp,head,40,42,0,,head_k_schmidt_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop3
head_k_schmidt_usmc_desert_assault_mp,head,40,42,0,,head_k_schmidt_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop3
head_k_schmidt_arab_desert_assault_mp,head,40,42,0,,head_k_schmidt_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop3
head_k_schmidt_arab_desert_lmg_mp,head,40,42,0,,head_k_schmidt_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop3
head_k_schmidt_arab_desert_shotgun_mp,head,40,42,0,,head_k_schmidt_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop3
head_k_schmidt_arab_desert_smg_mp,head,40,42,0,,head_k_schmidt_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop3
head_k_schmidt_arab_desert_sniper_mp,head,40,42,0,,head_k_schmidt_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop3
head_k_schmidt_sas_ct_lmg_mp,head,40,42,0,,head_k_schmidt_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop3
head_k_schmidt_sas_ct_shotgun_mp,head,40,42,0,,head_k_schmidt_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop3
head_k_schmidt_sas_ct_smg_mp,head,40,42,0,,head_k_schmidt_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop3
head_k_schmidt_sas_ct_sniper_mp,head,40,42,0,,head_k_schmidt_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop3
head_k_schmidt_sas_woodland_lmg_mp,head,40,42,0,,head_k_schmidt_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop3
head_k_schmidt_sas_woodland_shotgun_mp,head,40,42,0,,head_k_schmidt_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop3
head_k_schmidt_sas_woodland_smg_mp,head,40,42,0,,head_k_schmidt_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop3
head_k_schmidt_sas_woodland_sniper_mp,head,40,42,0,,head_k_schmidt_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop3
head_k_schmidt_spetsnaz_urban_sniper_mp,head,40,42,0,,head_k_schmidt_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop3
head_k_schmidt_spetsnaz_woodland_lmg_mp,head,40,42,0,,head_k_schmidt_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop3
head_k_schmidt_spetsnaz_woodland_lmg_mp,head,40,42,0,,head_k_schmidt_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop3
head_k_schmidt_spetsnaz_woodland_shotgun_mp,head,40,42,0,,head_k_schmidt_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop3
head_k_schmidt_spetsnaz_woodland_shotgun_mp,head,40,42,0,,head_k_schmidt_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop3
head_k_schmidt_spetsnaz_woodland_smg_mp,head,40,42,0,,head_k_schmidt_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop3
head_k_schmidt_spetsnaz_woodland_smg_mp,head,40,42,0,,head_k_schmidt_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop3
head_k_schmidt_spetsnaz_woodland_sniper_mp,head,40,42,0,,head_k_schmidt_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop3
head_k_schmidt_usmc_desert_lmg_mp,head,40,42,0,,head_k_schmidt_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop3
head_k_schmidt_usmc_desert_shotgun_mp,head,40,42,0,,head_k_schmidt_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop3
head_k_schmidt_usmc_desert_smg_mp,head,40,42,0,,head_k_schmidt_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop3
head_k_schmidt_usmc_desert_sniper_mp,head,40,42,0,,head_k_schmidt_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop3
head_a_ramos_sas_ct_assault_mp,head,41,43,0,,head_a_ramos_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop3
head_a_ramos_sas_woodland_assault_mp,head,41,43,0,,head_a_ramos_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop3
head_a_ramos_spetsnaz_woodland_assault_mp,head,41,43,0,,head_a_ramos_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop3
head_a_ramos_spetsnaz_woodland_assault_mp,head,41,43,0,,head_a_ramos_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop3
head_a_ramos_usmc_desert_assault_mp,head,41,43,0,,head_a_ramos_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop3
head_a_ramos_arab_desert_assault_mp,head,41,43,0,,head_a_ramos_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop3
head_a_ramos_arab_desert_lmg_mp,head,41,43,0,,head_a_ramos_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop3
head_a_ramos_arab_desert_shotgun_mp,head,41,43,0,,head_a_ramos_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop3
head_a_ramos_arab_desert_smg_mp,head,41,43,0,,head_a_ramos_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop3
head_a_ramos_arab_desert_sniper_mp,head,41,43,0,,head_a_ramos_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop3
head_a_ramos_sas_ct_lmg_mp,head,41,43,0,,head_a_ramos_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop3
head_a_ramos_sas_ct_shotgun_mp,head,41,43,0,,head_a_ramos_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop3
head_a_ramos_sas_ct_smg_mp,head,41,43,0,,head_a_ramos_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop3
head_a_ramos_sas_ct_sniper_mp,head,41,43,0,,head_a_ramos_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop3
head_a_ramos_sas_woodland_lmg_mp,head,41,43,0,,head_a_ramos_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop3
head_a_ramos_sas_woodland_shotgun_mp,head,41,43,0,,head_a_ramos_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop3
head_a_ramos_sas_woodland_smg_mp,head,41,43,0,,head_a_ramos_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop3
head_a_ramos_sas_woodland_sniper_mp,head,41,43,0,,head_a_ramos_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop3
head_a_ramos_spetsnaz_urban_sniper_mp,head,41,43,0,,head_a_ramos_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop3
head_a_ramos_spetsnaz_woodland_lmg_mp,head,41,43,0,,head_a_ramos_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop3
head_a_ramos_spetsnaz_woodland_lmg_mp,head,41,43,0,,head_a_ramos_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop3
head_a_ramos_spetsnaz_woodland_shotgun_mp,head,41,43,0,,head_a_ramos_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop3
head_a_ramos_spetsnaz_woodland_shotgun_mp,head,41,43,0,,head_a_ramos_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop3
head_a_ramos_spetsnaz_woodland_smg_mp,head,41,43,0,,head_a_ramos_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop3
head_a_ramos_spetsnaz_woodland_smg_mp,head,41,43,0,,head_a_ramos_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop3
head_a_ramos_spetsnaz_woodland_sniper_mp,head,41,43,0,,head_a_ramos_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop3
head_a_ramos_usmc_desert_lmg_mp,head,41,43,0,,head_a_ramos_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop3
head_a_ramos_usmc_desert_shotgun_mp,head,41,43,0,,head_a_ramos_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop3
head_a_ramos_usmc_desert_smg_mp,head,41,43,0,,head_a_ramos_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop3
head_a_ramos_usmc_desert_sniper_mp,head,41,43,0,,head_a_ramos_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop3
head_a_turnage_v2_sas_ct_assault_mp,head,42,44,0,,head_a_turnage_v2_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop3
head_a_turnage_v2_sas_woodland_assault_mp,head,42,44,0,,head_a_turnage_v2_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop3
head_a_turnage_v2_spetsnaz_woodland_assault_mp,head,42,44,0,,head_a_turnage_v2_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop3
head_a_turnage_v2_spetsnaz_woodland_assault_mp,head,42,44,0,,head_a_turnage_v2_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop3
head_a_turnage_v2_usmc_desert_assault_mp,head,42,44,0,,head_a_turnage_v2_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop3
head_a_turnage_v2_arab_desert_assault_mp,head,42,44,0,,head_a_turnage_v2_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop3
head_a_turnage_v2_arab_desert_lmg_mp,head,42,44,0,,head_a_turnage_v2_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop3
head_a_turnage_v2_arab_desert_shotgun_mp,head,42,44,0,,head_a_turnage_v2_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop3
head_a_turnage_v2_arab_desert_smg_mp,head,42,44,0,,head_a_turnage_v2_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop3
head_a_turnage_v2_arab_desert_sniper_mp,head,42,44,0,,head_a_turnage_v2_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop3
head_a_turnage_v2_sas_ct_lmg_mp,head,42,44,0,,head_a_turnage_v2_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop3
head_a_turnage_v2_sas_ct_shotgun_mp,head,42,44,0,,head_a_turnage_v2_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop3
head_a_turnage_v2_sas_ct_smg_mp,head,42,44,0,,head_a_turnage_v2_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop3
head_a_turnage_v2_sas_ct_sniper_mp,head,42,44,0,,head_a_turnage_v2_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop3
head_a_turnage_v2_sas_woodland_lmg_mp,head,42,44,0,,head_a_turnage_v2_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop3
head_a_turnage_v2_sas_woodland_shotgun_mp,head,42,44,0,,head_a_turnage_v2_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop3
head_a_turnage_v2_sas_woodland_smg_mp,head,42,44,0,,head_a_turnage_v2_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop3
head_a_turnage_v2_sas_woodland_sniper_mp,head,42,44,0,,head_a_turnage_v2_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop3
head_a_turnage_v2_spetsnaz_urban_sniper_mp,head,42,44,0,,head_a_turnage_v2_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop3
head_a_turnage_v2_spetsnaz_woodland_lmg_mp,head,42,44,0,,head_a_turnage_v2_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop3
head_a_turnage_v2_spetsnaz_woodland_lmg_mp,head,42,44,0,,head_a_turnage_v2_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop3
head_a_turnage_v2_spetsnaz_woodland_shotgun_mp,head,42,44,0,,head_a_turnage_v2_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop3
head_a_turnage_v2_spetsnaz_woodland_shotgun_mp,head,42,44,0,,head_a_turnage_v2_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop3
head_a_turnage_v2_spetsnaz_woodland_smg_mp,head,42,44,0,,head_a_turnage_v2_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop3
head_a_turnage_v2_spetsnaz_woodland_smg_mp,head,42,44,0,,head_a_turnage_v2_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop3
head_a_turnage_v2_spetsnaz_woodland_sniper_mp,head,42,44,0,,head_a_turnage_v2_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop3
head_a_turnage_v2_usmc_desert_lmg_mp,head,42,44,0,,head_a_turnage_v2_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop3
head_a_turnage_v2_usmc_desert_shotgun_mp,head,42,44,0,,head_a_turnage_v2_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop3
head_a_turnage_v2_usmc_desert_smg_mp,head,42,44,0,,head_a_turnage_v2_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop3
head_a_turnage_v2_usmc_desert_sniper_mp,head,42,44,0,,head_a_turnage_v2_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop3
head_k_mcdonald_sas_ct_assault_mp,head,43,45,0,,head_k_mcdonald_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop3
head_k_mcdonald_sas_woodland_assault_mp,head,43,45,0,,head_k_mcdonald_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop3
head_k_mcdonald_spetsnaz_woodland_assault_mp,head,43,45,0,,head_k_mcdonald_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop3
